title,type-of-cuisine,ingredients,image-url,price_inr,rating,calories,diet_type
Semia Pudding - Vermicelli Kheer,Indian,"cashew nuts,ghee,milk,saffron strands,raisins,water,sugar,semiya (vermicelli),cardamom powder (elaichi)",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Sweets_Mithai/Semiya_Payasam_Kheer_Recipe_Indian_dessert_recipes-1_1600.jpg,240,4.2,320,veg
Raw Mango Dhokla Topped With Sweet Mango Chutney,Gujarati Recipes﻿,"salt,enos fruit salt,kalonji (onion nigella seeds),mustard seeds,fennel seeds (saunf),jaggery,gram flour (besan),mango,sugar,dry red chillies,cumin seeds (jeera),methi seeds (fenugreek seeds),panch phoran masala,turmeric powder,sunflower oil",https://savoryspin.com/wp-content/uploads/2025/01/Easy-pear-chutney.jpg,220,4.5,240,veg
No Onion No Garlic Lauki Paneer Kofta Curry,North Indian Recipes,"tomato,salt salt,bay leaf (tej patta),paneer,cardamom (elaichi) podsseeds powder,rajgira flour (amaranth flour) binding,curd,coriander (dhania) leaves,cinnamon stick (dalchini),bottle gourd (lauki),coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,200,4.2,900,veg
Rajasthani Style Mutton Banjara,Rajasthani,"salt,sunflower oil,coriander powder,bay leaf (tej patta),red chilli powder,black peppercorns,onion paste,curd,dry red chilli,coriander (dhania) seeds,cinnamon stick (dalchini),mutton,ginger paste,turmeric powder,cloves (laung),garlic paste",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Mutton_Banjara_.jpg,170,4.4,350,non-veg
Ulundagorai - Spicy Urad Dal Flavored Rice (For Prashad & Naivedyam),South Indian Recipes,"cashew nuts,salt,asafoetida (hing),mustard seeds,ghee,rice short grained,black peppercorns,black urad dal (split),curry leaves,white urad dal (split),red chilli,black pepper powder,sunflower oil",https://www.allrecipes.com/thmb/eKu_vXTbZJMdFsd5JdbY7kvDy80=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/79543-fried-rice-restaurant-style-DDMFS-4x3-b79a6ea27e0344399257ca1df67ca1cd.jpg,130,4.2,705,veg
Creamy Radish Soup With Sweet Potato,Continental,"salt,vegetable stock,hung curd (greek yogurt),fennel seeds (saunf),red baby radish (or white radishes),ajwain (carom seeds),bay leaves (tej patta) tejpatta spice leaves,coriander (dhania) leaves,onion,black pepper powder,mooli mullangi (radish),sweet potatoes,sunflower oil",https://www.inspiredtaste.net/wp-content/uploads/2018/10/Homemade-Vegetable-Soup-Recipe-2-1200.jpg,300,3.2,245,veg
Crispy Chicken Nuggets - KFC Style,Continental,"salt,chicken breasts (bless) cubes,sunflower oil,paprika powder,onion powder,garlic powder,eggs,black pepper powder,buttermilk,flour (maida),corn flakes,wheat bread crumbs,dried oregano",https://www.allrecipes.com/thmb/koFD08H_utDaUsNc578_YZ2peFg=/0x512/filters:no_upscale():max_bytes(150000):strip_icc()/8635-southern-fried-chicken-ddmfs_4x3-90736ab31a7a4bb59eb04e2380ccebe7.jpg,380,3.7,900,non-veg
Light And Healthy Spinach Soup,Continental,"salt,stalk coriander (dhania) leaves,vegetable stock water,black pepper powder ground,milk,cloves garlic,virgin olive oil,spinach leaves (palak)",https://www.inspiredtaste.net/wp-content/uploads/2018/10/Homemade-Vegetable-Soup-Recipe-2-1200.jpg,350,4.1,195,veg
Malwani Pumpkin And Raw Mango Curry,Malvani,"ginger,coconut,fennel seeds (saunf),black peppercorns,mango,parangikai pumpkin yellow,dry red chillies,coriander (dhania) seeds,cumin seeds (jeera),methi seeds (fenugreek seeds),green chillies,sunflower oil",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,200,3.6,260,veg
Sweet Chili & Orange Chicken,Continental,"salt,corn flour,cloves garlic,orange juice,onion,black pepper powder,chicken breasts,red chilli sauce,sunflower oil",https://www.allrecipes.com/thmb/koFD08H_utDaUsNc578_YZ2peFg=/0x512/filters:no_upscale():max_bytes(150000):strip_icc()/8635-southern-fried-chicken-ddmfs_4x3-90736ab31a7a4bb59eb04e2380ccebe7.jpg,380,4.5,730,non-veg
Kashmiri Style Chaman -Qaliya Cottage Cheese Curry,Kashmiri,"salt,cumin powder (jeera),bay leaf (tej patta),paneer,coriander (dhania) leaves,saffron strands,milk,water,fennel powder,cinnamon stick (dalchini),cardamom powder (elaichi),turmeric powder,cloves (laung),mustard oil refined oil",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,220,5,545,veg
Focaccia Bread with Sweet Onion and Capers,Italian Recipes,"salt,wheat flour,milk ed,tme leaves,capers,virgin olive oil,dry yeast,sugar,onion,dried oregano",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Focaccia_Bread_with_Sweet_Onion_and_Capers_Recipe_.jpg,540,4.8,235,veg
Baked Bhakarwadi,Maharashtrian Recipes,"cumin powder (jeera),kashmiri red chilli powder,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),lemon,sunflower oil spray,turmeric powder,salt,water knead,green chilli,mint leaves (pudina),flour (maida),garam masala powder,coconut,sugar,sesame seeds (til seeds),ginger,ghee,gram flour (besan),poppy seeds,coriander powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Baked_Bhakarwadi_Recipe.jpg,220,4.1,900,veg
Gul Poli (Maharashtrian Jaggery & Sesame Stuffed Flatbread),Maharashtrian Recipes,"salt,wheat flour,ghee,jaggery,water,gram flour (besan),poppy seeds,cardamom powder (elaichi),flour (maida),sesame seeds (til seeds),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breads/Maharashtrian_Gulpoli_Recipe.JPG,160,4.9,880,veg
Vatana Bateta Na Rotla - Gujarati Peas and Potato Roti,Gujarati Recipes﻿,"salt,ginger,rice flour,coriander (dhania) leaves,coconut,asafoetida (hing),green peas (matar) ground,sugar,sesame seeds (til seeds),lemon,potato (aloo),turmeric powder,green chillies,sunflower oil",https://werecipes.com/app/uploads/2015/04/phulka-roti-chappati-recipe.jpg,220,4.3,545,veg
Mutton Chaap - Slow Cooked Lamb Chops,Mughlai,"black cardamom (badi elaichi),cumin powder (jeera),red chillies,kashmiri red chilli powder,salt,mustard oil,cardamom (elaichi) podsseeds,mutton ribs,black peppercorns,mace powder,curd,onion,cinnamon stick (dalchini),ginger paste,turmeric powder,cloves (laung),garlic paste",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ruby_pathak-yahoo.com/Mutton_Chaap.jpg,210,4,355,non-veg
Lemongrass Tofu and Vegetable Curry,Fusion,"coconut milk,carrot coins,red bell pepper (capsicum),tofu,tomato,spring onion greens,red chillies,ginger,chinese spice powder,green peas (matar),sesame (gingelly) oil,cloves garlic,stalk lemon grass leaves,broccoli florets,turmeric powder",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,370,3.9,460,veg
Ghee Tooria Per Eda - Parsi Style Ridge Gourd With Fried Eggs,Parsi Recipes,"salt,cumin powder (jeera),ginger,ridge gourd (turai peerkangai),red chilli powder,sunflower oil oil,onion,cumin seeds (jeera),black pepper powder,eggs,green chillies,garam masala powder",https://nutritionfacts.org/app/uploads/2025/05/69-14-is-one-egg-a-day-too-much-1200x675.jpg,170,4,495,non-veg
Milagai Podi Uthappam - Spicy Chilli Powder Pancake,Tamil Nadu,"salt,idli dosa batter,sesame (gingelly) oil make uthappam,chana dal (bengal gram dal),asafoetida (hing),cloves garlic,curry leaves,dry red chillies,sesame seeds (til seeds),white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Milagai_Podi_Uthappam.jpg,160,4,250,veg
Rajasthani Steel White Mass,Rajasthani,"cashew nuts,salt,cardamom (elaichi) podsseeds,bay leaf (tej patta),milk,dry red chilli,ginger garlic paste,curd,badam (almond) skin,cinnamon stick (dalchini),mutton,onion,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Rajasthani_Style_Safed_Maas_Recipe_.jpg,170,4.3,325,non-veg
Eggless Rich Chocolate Brownies,Continental,"baking powder,salt,flax seed powder (flax meal),water,dark chocolate like bournville,vanilla,brown sugar (demerara sugar),cocoa powder,flour (maida),butter,walnuts",https://nutritionfacts.org/app/uploads/2025/05/69-14-is-one-egg-a-day-too-much-1200x675.jpg,520,4.3,445,veg
Chilled Sweet & Sour Cucumber Noodle Salad,Asian,"black sesame seeds,red chilli flakes,soy sauce,virgin olive oil,cucumbers,vinegar,brown sugar (demerara sugar),sesame seeds (til seeds) white",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Donna_George/Chilled_Sweet_and_Sour_Cucumber_Noodles_Recipe-5_1600.jpg,120,4.2,230,veg
Cucumber Neer Dosa -Rice Pancake,Mangalorean,"salt,coconut,cucumber,dosa rice,sunflower oil",https://myfoodstory.com/wp-content/uploads/2025/08/Dosa-Recipe-2.jpg,150,4.4,340,veg
Eggless Chocolate Chip And Honey Cookies,Continental,"chocolate chips,vanilla,caster sugar,flour (maida),butter",https://nutritionfacts.org/app/uploads/2025/05/69-14-is-one-egg-a-day-too-much-1200x675.jpg,480,4.8,445,veg
Rajasthani Mirchi Bada - Chilli Fritters,Rajasthani,"salt,black salt,cumin powder (jeera),green chilli,amchur (dry mango powder),coriander (dhania) leaves,ajwain (carom seeds),green chillies (large less fiery variety),red chilli powder,chaat masala powder,gram flour (besan),potato (aloo),garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Mirchi_Bada_Recipe_Chilli_Fritters.jpg,200,4.7,570,veg
Andhra Style Bangaladumpa Vepudu - Potato Fry,Andhra,"cumin powder (jeera),mustard seeds,potato (aloo) skin,red chilli powder,cloves garlic,curry leaves,white urad dal (split),onion,cumin seeds (jeera),coriander powder,turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Bangaladumpa_Vepudu_Recipe_Potato_Fry_Recipe_.jpg,90,3.5,310,veg
Avocado Cheese Chilli Toast,Continental,"tomato,wheat brown bread,cheese,red chilli flakes,avocado,classic mayonnaise (with eggs),black pepper powder,butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Avacado_Cheese_Chilli_Toast.jpg,490,3,370,non-veg
Indian Spiced Brussel Sprouts Sabzi (Brussel Sprouts Stir Fry),Indian,"tomato,salt,red bell pepper (capsicum),cumin powder (jeera),ginger,mustard seeds,bay leaf (tej patta),red chilli powder,cloves garlic,coriander (dhania) leaves,onion,cumin seeds (jeera),brussel sprouts,coriander powder,turmeric powder,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Indian_Spiced_Brussel_Sprouts_Sabzi_Recipe_Brussel_Sprouts_Stir_Fry-1.jpg,170,4.7,385,veg
Moong Matar Kebab - Green Lentil And Peas Kebab,Lucknowi,"salt,cumin powder (jeera),ginger,coriander (dhania) leaves,green peas (matar),gram flour (besan),onion,garlic,mint leaves (pudina),green moong dal,green chillies,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/MOONG_MATAR_KEBAB_GREEN_LENTIL_AND_PEAS_KEBAB.jpg,180,3.5,600,veg
Pomegranate Sauce,Continental,"salt,rosemary,anardana powder (pomegranate seed powder),jaggery,pomegranate juice,black peppercorns,garlic,butter,red wine",https://www.archanaskitchen.com/images/archanaskitchen/BasicRecipes_Sauces_Pastes_Purees/Pomegranate_Sauce_Recipe-1.jpg,280,4.1,205,veg
Gluten-Free Mango and Coconut Milk Ice-Cream,Continental,"mango (ripe),coconut milk,mint leaves (pudina),condensed milk",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Gourmet_Favorites/Mango_Coconut_Milk_Ice_Cream_Recipe.jpg,450,3.6,150,veg
